,name,radius,mass,distance
3233,DENIS J082303.1−491201B,67,28,
3234,2MASS J08251968+2115521 [de],35,52,0.98
3235,SDSSp J083008.12+482847.4 [de],43,48,0.99
3236,LHS 2021,55,88,1.15
3237,SDSS J083048.80+012831.1 [de],77,46,0.96
3238,2MASSI J0835425-081923 [de],23.53,62,1.00
3239,2MASSI J0847287-153237 [de],43,64,1.00
3240,2MASS J08533619-0329321,27.6,77,1.07
3241,2MASSI J0859254-194926 [de],50,50,0.98
3242,2MASSW J0920122+351742 [de],95,,
3243,2MASSI J0937347+293142,20.0,42,0.94
3244,2MASS 0939−2448,17.4,32,0.95
3245,2MASS J09490860-1545485 [de],59,49,0.96
3246,2MASS J10073369-4555147,46,44,0.94
3247,2MASSI J1010148-040649 [de],55,51,0.98
3248,2MASSI J1017075+130839 [de],108,,
3249,SDSS J102109.69-030420.1,95,,
3250,2MASS J10224821+5825453 [de],60,27,1.41
3251,2MASSW J1036530-344138 [de],53,49,0.97
3252,2MASS J1047538+212423 [de],34.4,42,0.94
3253,Luhman 16B,6.516,43,1.02
3254,Luhman 16A,6.516,40,1.01
3255,DENIS-P J1058.7−1548,49,64,1.00
3256,TWA 28,180,36,2.39
3257,Cha 110913-773444,163,8,1.8
3258,OTS 44,554,15,
3259,SDSS J111010.01+011613.1,63,9,1.24
3260,2MASS J11145133−2618235,18.2,33,0.96
3261,TWA 26,137,30,2.20
3262,2MASSW J1146345+223053,89,,
3263,2MASS J11544223-3400390 [de],129,37,1.50
3264,2MASSW J1155395-372735 [de],31,64,1.00
3265,TWA 27A,,,
3266,TWA 27B,,,
3267,2MASS J12074836-3900043,217,17,1.71
3268,2MASSI J1217110-031113 [de],36,42,0.94
3269,2MASS J12255432-2739466,43,,
3270,DENIS-P J1228.2-1547,66,,
3271,2M 1237+6526,45.6,41,0.94
3272,2MASSW J1239272+551537 [de],119,,
3273,TWA 29,262,25,2.00
3274,SDSSp J125453.90-012247.4 [de],38,47,0.98
3275,Kelu-1A,61,63,0.98
3276,Kelu-1B,61,58,0.98
3277,2MASS J13204427+0409045,101,67,1.01
3278,SDSSp J132629.82-003831.5 [de],65,51,0.97
3279,SDSSp J134646.45-003150.4 [de],48,44,0.94
3280,2MASS J13595510-4034582,51,63,1.00
3281,ULAS J141623.94+134836.3,29.7,32,0.96
3282,SDSS J141659.78+500626.4 [de],149,59,0.99
3283,DENIS-P J142527.97-365023.4 [de],38,21,1.32
3284,LHS 2924,38.5,76,1.06
3285,2MASS J14392837+1929150,47,72,1.03
3286,LSPM J1440+1339,72,92,1.19
3287,2MASS J14482563+1031590 [de],47,59,0.99
3288,CFBDSIR 1458+10A,104,11.1,1.5
3289,CFBDSIR 1458+10B,104,9,1.3
3290,TVLM 513-46546,35.1,75,1.05
3291,2MASS 1503+2525,20.7,44,0.94
3292,CFBDS J150411+102717,71,44,0.94
3293,2MASSW J1506544+132106 [de],46,69,1.02
3294,2MASS 1507−1627,23.9,60,0.99
3295,TVLM 868-110639,53,79,1.08
3296,SDSS J151114.66+060742.9 [de],89,,
3297,2MASSW J1515008+484742 [de],34,57,0.99
3298,2MASSI J1526140+204341 [de],67,54,0.98
3299,DENIS-P J153941.96-052042.4 [de],51,63,1.00
3300,2MASS J15462718-3325111 [de],37,44,0.94
3301,2MASSW J1552591+294849 [de],68,30,1.43
3302,2MASSW J1555157-095605 [de],44,71,1.03
3303,2MASS J16150413+1340079 [de],48,42,0.94
3304,SDSSp J162414.37+002915.6 [de],36,43,0.94
3305,2MASS J16262034+3925190 [de],110,71,1.03
3306,2MASSW J1632291+190441 [de],50,49,0.97
3307,WISEPA J164715.59+563208.2,28,41,0.94
3308,LSPM J1658+7027 [de],60,73,1.04
3309,2MASSI J1726000+153819,114,24,1.40
3310,2MASSW J1728114+394859,79,,
3311,SDSSp J175032.96+175903.9,90,47,0.97
3312,2MASS J18283572-4849046,39,45,0.95
3313,LSR J1835+3259,18.5,77,1.07
3314,2MASSW J1841086+311727,138,67,1.01
3315,2MASS J18432213+4040209,46,96,1.22
3316,2MASS J20004841-7523070,105,25,1.88
3317,SDSS J204749.61-071818.3,65,46,0.96
3318,2MASSI J2057540-025230,47,70,1.02
3319,2MASSW J2101154+175658,108,,
3320,2MASSI J2104149-103736,62,69,1.02
3321,PSO J318.5−22,80,6.5,1.53
3322,HB 2124-4228,113,94,1.21
3323,2MASS J21392676+0220226,32.1,46,0.96
3324,2MASS J21481628+4003593,26.3,55,0.99
3325,2MASS J14112131-2119503,,,
3326,2MASSW J2206450-421721,93,22,1.33
3327,2MASSW J2208136+292121,154,27,1.41
3328,2MASSW J2224438-015852,38,61,0.99
3329,2MASS J22282889-4310262,35,42,0.94
3330,2MASS J22373255+3922398,64,73,1.04
3331,2MASSW J2244316+204343,56,12,1.29
3332,2MASS J23224684-3133231,56,24,1.39
3333,2MASS J23225299-6151275,148,17,1.59
3334,2MASS J23515044-2537367,67,88,1.16
3335,2MASSI J2356547-155310,74,80,1.09
3336,WISE 0005+3737,23.2,,
3337,WISE 0008-1739,87.1,,
3338,WISE 0015-4615,48.6,,
3339,WISE 0031-3840,71.8,,
3340,WISE 0032-4946,62.9,,
3341,WISE 0038+2758,36.9,,
3342,WISE 0038+8405,101.8,,
3343,WISE 0040+0900,47.6,,
3344,WISE 0049+0441,62.6,,
3345,WISE 0049+2151,24.1,,
3346,WISE 0106+1518,142.9,,
3347,WISE 0123+4142,67.2,,
3348,WISE 0135+1715,77.3,,
3349,WISE 0138-0322,57.7,,
3350,WISE 0146+4234,20.5,,
3351,WISE 0148-7202,30,,
3352,WISE 0150+3827,61.3,,
3353,WISE 0206+2640,58.4,,
3354,WISE 0221+3842,73.1,,
3355,WISE 0223-2932,47,,
3356,WISE 0226-0211,91,,
3357,WISE 0241-3653,53.8,,
3358,WISE 0245-3450,56.1,,
3359,WISE 0247+3725,57.1,,
3360,WISE 0305+3954,75,,
3361,WISE 0307+2904,82.8,,
3362,WISE 0313+7807,28,,
3363,WISE 0316+4307,106.3,,
3364,WISE 0321-7347,84.8,,
3365,WISE 0323-6025,45.3,,
3366,WISE 0325-3854,51.2,,
3367,WISE 0325+0831,36.5,,
3368,WISE 0333-5856,54.8,,
3369,WISE 0335+4310,45.7,,
3370,WISE 0336-0143,55.4,,
3371,WISE 0350-5658,17.7,,
3372,WISE 0359-5401,19.2,,
3373,WISE 0410+1502,20,6,1.17
3374,WISE 0410+1411,85.8,,
3375,WISE 0413-4750,66.2,,
3376,WISE 0448-1935,69.8,,
3377,WISE 0458+6434A,35.9,15,4.2
3378,WISE 0458+6434B,35.9,10,3.8
3379,WISE 0500-1223,47,,
3380,WISE 0513+0608,44.7,,
3381,WISE 0525+6739,98.2,,
3382,WISE 0528-3308,57.4,,
3383,WISE 0535-7500,47,,
3384,WISE 0539-1034,84.8,,
3385,WISE 0542-1628,50.6,,
3386,WISE 0607+2429,25.4,,
3387,WISE 0611-0410,57.7,,
3388,WISE 0612-4920,95.2,,
3389,WISE 0612-3036,64.9,,
3390,WISE 0614+3912,50.2,,
3391,WISE 0614+0951,51.5,,
3392,WISE 0623-0456,37.5,,
3393,WISE 0625+5646,67.2,,
3394,WISE 0627-1114,37.2,,
3395,WISE 0647-6232,28,,
3396,WISE 0656+4205,54.1,,
3397,WISE 0713-2917,23.2,,
3398,WISE 0723+3403,45.7,,
3399,WISE 0733+7544,78.3,,
3400,WISE 0734-7157,34.9,,
3401,WISE 0744+5628,47.3,,
3402,WISE 0750+2725,51.5,,
3403,WISE 0751-7634,39.1,,
3404,WISE 0759-4904,38.8,,
3405,WISE 0811-8051,32,,
3406,WISE 0812+4021,63.6,,
3407,WISE 0819-0335,46,,
3408,WISE 0821+1443,68.2,,
3409,WISE 0836-1859,72.4,,
3410,WISE 0857+5604,42.1,,
3411,WISE 0906+4735,51.5,,
3412,WISE 0929+0409,64.9,,
3413,WISE 0952+1955,72.1,,
3414,WISE 1018-2445,47.6,,
3415,WISE 1019+6529,56.8,,
3416,WISE 1039-1600,47.3,,
3417,WISE 1042-3842,53.2,,
3418,WISE 1051-2138,40.8,,
3419,WISE 1122+2550,57.7,,
3420,WISE 1124-0421,50.6,,
3421,WISE 1147-2040,102,,
3422,WISE 1150+6302,32.9,,
3423,WISE 1217+1626A,34.2,12,
3424,WISE 1217+1626B,34.2,6,
3425,WISE 1225-1013,55.4,,
3426,WISE 1311+0122,44.4,,
3427,WISE 1311+3629,86.1,,
3428,WISE 1318-1758,32.9,,
3429,WISE 1320+6034,56.1,,
3430,WISE 1322-2340,33.9,,
3431,WISE 1348+6603,91,,
3432,WISE 1405+5534,25.3,30,0.86
3433,WISE 1433-0837,84.8,,
3434,WISE 1436-1814,60,,
3435,WISE 1457+5815,52.2,,
3436,WISE 1506+7027,11.1,,
3437,WISE 1517+0529,72.4,,
3438,WISE 1519+7009,50.9,,
3439,WISE 1523+3125,84.5,,
3440,WISE 1541-2250,20,,
3441,WISE 1542+2230,41.1,,
3442,WISE 1612-3420,55.4,,
3443,WISE 1614+1739,32.6,,
3444,WISE 1617+1807,50.2,,
3445,WISE 1622-0959,52.2,,
3446,WISE 1627+3255,50.2,,
3447,WISE 1639-6847,16.3,,
3448,WISE 1647+5632,28,,
3449,WISE 1653+4444,39.5,,
3450,WISE 1711+3500,60.3,,
3451,WISE 1717+6129,72.7,,
3452,WISE 1721+1117,62.3,,
3453,WISE 1728+5716,97.8,,
3454,WISE 1738+2732,20,,
3455,WISE 1741+2553,18.9,,
3456,WISE 1746-0338,83.8,,
3457,WISE 1800+0134,28.7,57,
3458,WISE 1804+3117,30,,
3459,WISE 1809+3838,74.4,,
3460,WISE 1812+2721,47,,
3461,WISE 1828+2650,36,,
3462,WISE 1830+4542,107,,
3463,WISE 1841+7000,131.1,,
3464,WISE 1852+3537,55.4,,
3465,WISE 1906+4508,51.5,,
3466,WISE 1928+2356,22.8,,
3467,WISE 1952+7240,44.4,,
3468,WISE 1959-3338,37.2,,
3469,WISE 2030+0749,34.2,,
3470,WISE 2014+0424,96.2,,
3471,WISE 2015+6646,50.6,,
3472,WISE 2018-7423,47.9,,
3473,WISE 2019-1148,42.4,,
3474,WISE 2056+1459,24.5,,
3475,WISE 2134-7137,42.7,,
3476,WISE 2157+2659,61.6,,
3477,WISE 2209-2734,46,,
3478,WISE 2213+0911,58.7,,
3479,WISE 2220-3628,26.4,,
3480,WISE 2226+0440,45,,
3481,WISE 2237-0614,53.5,,
3482,WISE 2237+7228,46,,
3483,WISE 2239+1617,59.7,,
3484,WISE 2255-3118,44.7,,
3485,WISE 2301+0216,60.7,,
3486,WISE 2313-8037,35.9,,
3487,WISE 2319-1844,52.2,,
3488,WISE 2325-4105,37.5,,
3489,WISE 2327-2730,70.8,,
3490,WISE 2335+4222,90.3,,
3491,WISE 2340-0745,37.8,,
3492,WISE 2342+0856,51.2,,
3493,WISE 2343-7418,48.6,,
3494,WISE 2344+1034,46,,
3495,WISE 2348-1028,54.1,,
3496,WISE 2357+1227,54.8,,
3497,WISE 2359-7335,42.7,,
3498,WISEA 1101+5400,111,,
3499,2M1510,120,,
